,10_6_5_11,9_6_5_11,purep53,JMS8-2,JMS8-3,JMS8-4,JMS8-5,JMS9-P7c,JMS9-P8c
319934,3618,3086,6079,6432,8367,7394,6785,1916,2350
11535,1075,1390,1652,1703,1048,687,1649,819,517
100861673,1,1,1,3,0,0,1,0,0
11717,293,1366,453,418,2953,715,638,1274,412
67150,143,401,475,326,676,300,305,210,111
114332,3,7,207,214,32,47,237,26,15
17540,4,10,4011,5883,47,45,5123,19,15
100504184,0,0,0,0,0,0,0,0,0
22083,2735,7707,4741,4577,16656,6210,5181,6402,2534
13690,45168,45094,130864,115977,124816,105718,131611,32275,31732
75479,21,23,21,20,24,18,21,16,7
233733,1609,4770,11050,10175,7781,2606,10504,1916,980
74996,5656,6495,10618,7704,13409,10982,11631,4346,3968
50781,27,199,10481,13218,489,188,9011,83,42
320878,460,1664,15325,20125,2949,1219,17490,1087,443
100504195,35,95,1386,1892,163,85,1382,79,33
57342,6821,5875,22669,29269,16031,12416,25109,3608,3739
69625,38,10,140,112,8,20,226,2,10
21676,3242,2803,21848,24034,7834,6504,25929,1736,2030
78748,784,294,1788,1778,567,711,1868,58,181
75239,0,0,1,1,0,0,0,0,0
11865,1100,855,1832,1711,1770,2333,1590,440,652
68815,1207,1151,2208,1633,4027,3965,2730,891,927
19226,0,0,0,0,0,0,0,0,0
67420,14037,6880,7385,4245,18732,35882,8915,4520,8409
233744,206,280,226,215,527,1007,373,178,173
66922,2314,2386,1878,1869,6328,5482,1883,1034,1125
70349,6688,8355,11533,9759,19126,14209,11467,5630,4804
26440,2458,4623,7025,4983,9316,5153,4463,2664,1819
71045,0,0,0,0,0,0,0,0,0
18576,9,4,43,46,20,18,40,9,7
244209,4,2,9,13,9,18,25,1,3
12310,3,191,81,32,99,15,26,71,11
116903,1,2,1,0,4,1,2,4,0
233752,2,11,13,10,28,7,5,5,1
627967,0,2,4,0,0,0,0,0,0
101786,0,0,0,0,0,0,0,0,0
20679,731,245,119,114,1391,1019,175,174,380
69350,0,1,0,1,0,0,1,1,0
56372,1451,2200,3273,2612,4154,2303,2221,1280,912
233765,1312,1628,5216,4925,3154,1800,3624,1011,845
68052,96,99,276,139,191,253,199,90,116
100302592,31,24,70,54,74,108,50,36,31
100861687,14,7,18,4,14,24,20,3,7
18704,6111,6659,7132,4182,11438,11167,8680,4766,3944
53322,2047,2027,1084,741,5165,5137,948,1367,1418
233781,6,10,685,571,24,37,640,8,10
267019,5927,7479,12633,7391,11223,8307,7559,2556,2780
54208,2542,6549,8336,6703,11764,4617,4808,4275,1859
233789,13479,11839,18120,15488,28082,30253,25515,10631,9542
67745,2,1,0,0,0,0,1,0,0
110058,5,46,5,6,52,5,0,23,11
319622,3208,6734,4449,3949,10972,6159,4450,3094,2032
12850,295,574,708,486,989,580,368,305,191
209760,656,236,97,54,742,1543,142,194,318
74424,1673,224,32,37,1864,6562,47,125,990
56209,9206,8096,2284,2529,23069,27075,2073,5042,5887
101565,647,650,1819,1103,1697,1760,1283,552,536
71517,1850,2219,3372,3355,4528,2944,3000,1302,1161
66356,1230,1164,2944,2411,3641,2687,2941,844,730
434232,22,23,68,61,62,44,65,12,10
64297,1256,258,5738,7870,628,1980,4756,100,584
209776,0,0,0,0,0,0,0,0,0
67133,0,0,0,0,0,0,0,0,0
22242,0,0,0,0,0,0,0,0,0
71830,0,0,0,0,0,0,0,0,0
272428,0,0,0,0,0,0,0,0,0
233799,0,0,0,0,0,0,0,0,0
100503901,0,0,0,0,0,0,0,1,0
117147,0,0,0,0,0,0,0,0,0
233801,1,3,0,1,0,1,2,0,1
233802,1386,1396,3545,2651,3994,3047,3454,957,928
434233,1330,1332,4041,3028,3023,2508,3134,790,805
100503918,2,1,6,4,1,4,8,2,0
20216,6,5,9,12,14,9,0,6,3
71151,146,181,570,418,417,277,384,144,124
434234,114,96,378,217,262,218,314,115,99
233805,301,520,2679,2851,1409,844,2545,499,274
73919,64,138,146,136,243,104,169,83,44
381917,5,3,7,10,22,13,10,7,5
233806,125,1724,990,1106,2918,490,745,1065,253
22787,0,0,3,2,6,0,1,0,1
72074,0,3,1,0,5,0,1,0,0
12971,513,5810,61,64,7805,1702,54,1989,731
67928,1,4,0,0,4,1,0,3,1
320631,0,0,0,0,0,0,0,0,2
233810,0,0,1,1,0,0,0,0,0
78552,74,143,528,360,340,225,340,67,76
637957,107,284,336,167,353,163,191,140,72
67003,5184,6987,10773,9487,15179,9651,8266,4148,3324
67983,1,0,11,5,9,4,6,2,2
100504389,18,25,53,46,53,23,41,14,8
233812,607,582,1629,1150,1857,1899,1950,384,424
233813,1,3,24,9,8,5,18,5,2
436008,1,0,0,0,0,0,0,0,0
13631,1249,1459,4338,3739,3008,1705,3333,1112,850
26939,811,870,2437,1825,2279,1906,2848,540,530
12585,1021,446,5786,4951,2134,3462,5798,328,750
74466,14,12,3,4,21,41,4,5,8
668548,71,89,236,69,87,50,62,12,8
59052,1929,1594,4562,3499,4041,3918,3388,1055,1222
80719,21,17,38,36,62,104,90,12,18
246190,15,11,254,223,35,36,356,2,13
195646,0,0,0,0,0,0,0,0,0
75793,0,0,0,0,0,0,0,0,0
76179,1106,1016,3250,2704,3466,2924,4035,694,604
20278,406,352,870,686,978,378,1703,163,299
20277,6697,1995,198,194,7966,11510,162,946,3451
233824,942,1744,1384,1292,3422,1700,1067,982,618
100861771,0,1,0,0,0,0,1,0,0
74105,148,736,1984,1140,1257,312,1057,435,131
67417,395,541,301,335,1081,540,251,379,262
28018,1488,1693,2760,2466,4449,3450,2356,1098,1260
70316,88,196,321,164,285,190,201,77,55
233826,52,63,103,81,126,68,85,48,31
59288,850,1219,1701,1582,2287,1510,1377,806,565
18817,34,80,1152,754,127,73,358,39,34
26918,0,0,1,0,0,0,1,0,0
70261,3,6,39,35,58,26,111,18,13
18751,6,17,28,28,7,59,52,10,12
54376,0,0,0,0,0,0,0,0,0
73951,372,417,1146,656,685,534,686,201,194
19647,5857,4312,16229,19893,14323,14670,17852,3717,4239
233833,4166,3627,4503,2976,7542,8963,5321,2689,3066
100504584,0,0,0,0,0,0,0,0,0
233836,2,0,1,0,1,1,3,1,0
70497,1116,1108,2786,2445,3083,2552,3672,737,744
30949,459,740,1120,918,1492,700,774,425,304
11833,0,5,0,0,9,0,1,5,0
210162,0,3,1,1,4,1,0,1,0
628779,0,0,0,0,0,0,0,0,0
791408,0,0,0,0,0,0,0,0,0
73076,0,1,68,32,2,4,57,1,3
71208,0,0,4,7,1,0,10,0,0
75861,0,0,0,0,0,0,0,0,0
77035,28,44,148,139,90,51,111,29,13
67711,478,1052,2602,1939,2001,856,1759,587,403
16190,6023,3906,12410,9537,10743,10775,17394,1956,2985
60504,2,1,11,8,1,5,13,5,0
233863,3157,6132,7323,6128,10586,5111,6171,3303,2126
233865,1463,2324,1896,1779,4421,2698,2399,1514,1033
269994,251,78,14,20,230,284,11,26,158
74204,2908,3137,6014,5662,8097,5770,6935,2106,1925
104175,159,276,964,999,884,390,580,187,92
16797,4,3,8,7,8,14,6,7,7
73658,1088,1232,2395,1823,2212,1478,1699,630,618
18020,222,268,864,824,608,456,620,206,103
12478,0,0,3,2,2,0,6,3,0
70314,525,845,936,855,1335,818,752,493,385
11937,11,40,35,39,140,41,38,37,16
20399,2129,2020,3983,3979,4721,3480,3002,1138,1173
100861803,117,151,279,316,333,286,290,89,97
233870,207,343,681,591,782,389,519,195,106
233871,4623,7581,11284,9869,15689,9844,10613,4898,3454
56347,14096,15947,24209,21322,34760,24334,20577,9527,7829
12752,761,957,467,561,1692,1107,391,671,537
171504,377,115,194,233,353,694,214,59,151
246779,11,13,0,3,10,9,0,7,5
56312,4291,10615,175,181,13218,4436,176,5796,2565
100504712,489,564,15,11,552,390,14,454,296
75565,300,396,624,607,895,535,467,219,174
20887,55,62,87,78,202,113,95,61,34
75764,142,219,341,295,359,162,151,139,105
66162,456,978,1968,1210,1661,950,1023,411,337
12721,8,2,66,35,21,14,37,10,5
26417,3503,4158,4687,4909,8661,5362,3398,2548,2254
68616,1311,857,278,252,2166,2074,338,694,773
66090,959,2010,1416,1558,2819,1200,1520,1319,672
21389,30,22,39,52,25,36,86,20,22
56420,2292,2761,3788,2734,5920,3667,2850,1645,1402
11674,10130,15385,18126,17972,32698,22454,17359,8877,6622
100503974,60,37,51,39,55,22,19,26,38
68952,20,0,16,2,6,19,9,11,10
78118,0,0,0,0,1,0,0,0,0
13446,88,124,306,394,355,210,258,95,53
233875,268,370,917,857,789,439,599,242,157
233876,471,481,2821,1902,835,629,1499,304,211
381921,1944,2338,4111,3145,4824,3621,4044,1557,1220
68742,495,635,570,544,1371,912,383,361,264
233877,211,636,662,535,797,255,380,327,150
233879,0,0,1,0,5,1,1,1,1
233878,15,18,33,30,48,40,36,12,20
381922,8,9,9,15,30,12,4,12,10
52858,1424,2765,3976,3751,6301,3024,2669,1831,1024
78388,8263,16431,5145,4801,27651,14417,6105,7802,4630
67278,128,268,349,308,390,205,233,152,77
100861830,0,1,1,0,2,3,3,4,0
69017,34,130,68,83,200,85,120,225,73
17188,2295,3086,8319,6926,7068,4330,6351,1738,1306
110033,72,145,1537,951,262,126,772,72,52
69036,0,0,0,0,1,0,0,0,0
101602,0,3,2,2,9,2,2,3,4
100502618,0,0,0,2,0,2,2,0,2
67375,0,0,2,0,0,4,5,0,0
20737,25,0,34,42,16,19,25,5,3
70233,1550,1831,2852,2728,3956,2819,2181,1228,949
68449,1123,1227,2217,1639,3272,2159,2246,623,611
17907,12,43,47,34,122,30,37,43,8
54204,53,67,137,104,150,99,133,28,29
100043580,3,14,51,25,18,10,17,16,3
233887,333,430,959,863,1046,559,818,254,181
244216,366,499,1124,681,691,402,692,201,147
66422,277,422,1916,1367,992,543,962,207,163
20768,1000,653,2154,2511,1753,1835,1528,305,446
100502641,16,24,35,21,38,19,12,7,4
16408,2,65,47,53,169,29,56,43,10
233890,531,616,816,957,1532,1017,847,336,313
269997,511,519,651,617,1227,985,501,314,329
78921,183,121,277,258,462,380,311,65,106
101604,158,172,297,215,304,218,237,84,77
233893,133,139,173,136,387,320,160,83,92
69234,58,178,61,44,201,62,37,98,63
71131,43,74,186,146,178,105,146,57,34
654803,48,64,107,107,134,154,143,61,49
233895,1002,1388,2688,2643,3507,2231,2494,1064,746
14123,3041,2624,3851,3607,7099,5931,4295,1760,1836
629159,44,61,95,100,94,74,91,34,39
100043597,10994,8380,14362,13720,21164,20550,19182,4736,5781
100217442,10,15,17,18,16,14,14,5,4
68961,481,548,627,582,1005,812,551,351,381
233899,119,326,118,140,485,224,121,227,117
233900,3799,4460,7369,6077,9605,6838,7681,2984,2397
68232,23,33,68,71,76,71,106,10,12
320683,1051,951,1391,1218,2786,2095,1620,562,580
12055,386,415,1330,999,747,468,851,201,188
791073,0,0,0,0,0,0,0,0,0
13019,159,350,347,358,562,281,234,174,123
244218,4,5,2,4,9,14,5,2,5
233902,782,1676,2506,1330,2819,1141,1546,868,527
269999,364,765,736,892,1352,631,701,395,223
233904,3318,3301,5616,4691,7612,6074,5563,2052,1901
101502,809,2338,699,619,4201,1936,1000,1441,733
56216,2,4,39,47,1,7,47,1,0
20909,1596,1811,3113,2384,3395,2613,2799,1229,1076
244219,210,369,610,546,813,452,529,153,110
233905,1127,1535,2298,2673,4005,2309,2433,798,557
330657,49,45,128,99,128,120,141,28,31
27973,873,876,2038,2022,2100,1591,1811,518,515
12041,1293,1652,3165,2848,3244,1850,1702,952,756
67773,335,446,595,561,843,494,499,299,213
76560,2704,2467,269,262,3312,2154,165,1353,1288
77613,130,175,226,182,323,199,170,114,87
100861900,543,319,400,360,619,1078,842,626,789
233908,7606,7720,16778,14340,20041,16745,15077,4841,4802
319527,78,71,215,316,275,264,228,56,46
66824,412,500,1638,1109,1073,650,789,375,285
434246,25,41,164,282,76,78,134,16,12
16409,6,12,27,14,47,15,45,16,13
16411,0,13,6,18,23,7,13,4,4
100502816,18,24,21,22,46,27,20,12,11
381924,0,1,2,1,3,1,3,1,0
70973,0,0,0,0,0,0,0,0,0
12862,0,5,1,2,5,1,0,1,0
100043133,63,134,131,147,270,161,132,70,36
233912,755,1069,1946,1581,2716,1579,1516,648,382
21804,123,110,10279,10750,204,333,10115,52,95
246787,3,1,123,171,7,13,234,2,2
233913,610,483,1712,1729,1083,757,1216,297,317
100526559,0,0,0,0,0,0,0,0,0
67865,22,32,913,1197,64,42,765,21,17
21843,2312,2231,4453,3274,5009,5124,5310,2035,1852
29810,3348,4420,27088,29841,13447,10404,29205,3903,2544
101490,808,1945,1426,1430,3664,1653,1199,1409,725
210711,1909,2282,4110,3910,5684,4646,4018,1540,1262
207352,1249,1877,3989,3978,4812,3223,3545,1335,897
381925,0,0,1,0,0,0,0,1,0
207425,1338,2426,2455,2004,4066,1899,1838,1512,929
100043150,0,2,0,0,9,0,0,6,1
14183,4093,35447,14964,12391,52998,12725,12004,27198,6237
11907,1008,1683,1834,1966,3496,2094,1570,1105,718
67872,638,1152,1767,1938,2444,1419,1177,777,535
57752,3301,2895,3636,4276,10014,11413,3484,1162,1393
114660,0,1,2,0,0,2,0,0,0
330660,0,6,6,2,5,4,3,6,1
100628579,262,303,118,145,265,128,101,115,92
434249,37,21,77,41,60,56,78,13,12
101476,1921,2542,4582,3108,4959,3804,5870,1344,1241
56213,162,277,6448,6078,268,879,7961,128,190
12945,905,11502,61,96,9352,1311,11,7249,1509
233918,0,0,0,0,0,0,1,0,1
69495,0,0,0,0,0,0,1,0,0
71395,60,1531,15,2,1656,131,15,812,119
16433,0,0,2,1,7,1,2,0,0
100502889,0,0,0,0,0,0,0,0,0
69318,1,1,6,5,2,7,6,0,1
68223,1,3,0,1,3,2,0,1,0
68277,371,331,873,606,872,729,1099,206,267
214580,140,192,567,562,327,209,349,147,106
67143,1228,1192,2703,1886,2828,2881,3502,891,841
66885,2060,2576,4045,3608,5373,4693,4994,1462,1348
15373,1,0,2,6,0,0,0,0,0
15372,0,0,0,0,0,0,0,0,0
12237,717,1739,4160,3046,3494,1393,2799,1064,521
233919,0,0,0,1,0,0,0,0,0
55987,11,26,3873,4301,37,112,3185,52,29
77590,16,17,2802,3442,51,101,2117,22,25
100502937,0,0,9,9,0,1,8,0,0
100043682,1,1,48,52,0,1,37,1,1
18242,1013,4313,10059,10840,7382,2978,8510,2710,969
20231,0,0,0,0,0,0,0,0,0
76429,79,239,436,315,496,236,301,216,81
77938,1086,1177,2445,2556,3066,1526,2141,875,782
72096,358,550,602,429,904,581,396,351,250
109359,816,1106,1426,1193,2520,1706,1478,884,674
76683,2,3,14,4,20,14,15,0,3
360216,2142,2059,3406,2641,4496,3811,3411,1577,1482
13017,3425,3223,10447,8219,6837,5467,8593,2315,2275
74970,1,1,1,1,0,0,0,2,0
73808,1,1,296,183,1,2,106,1,2
214764,1286,935,2711,1938,2839,3070,3432,860,889
214766,2,0,5,6,3,7,5,1,3
22276,256,549,574,461,1006,547,385,336,223
66165,1025,1433,3026,2381,2612,1721,2099,793,634
101437,1810,2978,465,474,6522,3678,378,1437,1199
100043695,52,75,73,27,36,25,27,15,7
66930,1,10,6,5,15,3,10,1,0
11489,12,51,695,1139,26,209,990,10,39
100503026,0,0,0,0,0,0,0,0,0
71007,764,197,63,56,1070,1047,87,108,421
330662,4912,3634,8756,8067,10141,8935,8172,1827,2358
627214,9,5,98,69,13,19,122,3,9
74314,0,0,1,0,1,1,1,0,1
100043254,1,1,2,0,5,6,1,1,1
78807,0,0,0,0,0,0,0,0,0
270004,0,0,0,0,0,0,0,0,0
212070,0,0,1,0,0,0,1,0,0
19267,288,180,6576,6478,588,437,6730,133,219
100316818,0,0,0,0,0,0,0,0,0
67765,1,2,47,54,9,5,59,2,1
17345,1223,1550,14375,8840,3059,1718,10140,837,745
319551,0,0,0,0,0,0,0,0,0
77383,0,0,0,1,0,0,1,0,0
100038399,0,0,0,0,0,0,1,0,0
330664,0,0,2,1,0,0,0,0,0
621677,0,0,10,2,0,1,8,2,1
17314,112,136,427,352,314,244,412,68,69
13593,12,7,62,44,36,40,116,17,14
100038555,0,0,0,1,0,0,0,0,0
77252,91,131,164,164,297,161,150,84,77
30926,636,713,1369,1062,1637,1090,1057,397,383
70571,0,0,0,0,0,0,1,0,0
69546,235,364,300,290,670,422,334,309,212
52432,2650,2139,3786,3448,6040,6129,4492,1439,1971
12176,136,270,360,420,522,238,265,209,140
74004,0,1,4,0,2,2,6,0,1
26757,0,3,9,5,8,4,7,2,0
57740,3,12,59,36,16,6,49,3,3
76612,76,99,97,92,230,149,102,61,61
101631,790,806,433,408,1361,763,313,483,410
212111,2008,1265,2546,2806,2825,3468,2491,822,1262
14912,1,2,44,53,3,2,36,0,1
212124,1,0,0,1,0,1,3,0,1
52389,1,25,26,24,15,8,43,2,0
76484,2,3,92,66,7,17,80,1,3
22286,15,15,51,36,29,20,42,3,9
100503791,7,15,3,5,15,2,5,11,1
387198,1,0,1,0,0,0,0,0,1
381933,3,4,2,5,3,2,5,4,2
11501,96,368,157,135,917,207,194,243,81
74237,1023,1219,2545,2340,2801,1804,1881,722,635
69752,415,592,1150,870,1071,721,840,429,289
17703,0,2,0,5,0,0,1,0,0
68566,1,0,2,1,0,0,3,0,0
22264,0,1,3,3,2,2,7,0,0
69064,286,455,597,521,934,563,477,255,210
93747,1571,2131,4240,4289,4496,2569,3470,1237,971
212503,81,167,141,87,207,105,65,61,51
212508,273,403,539,461,873,410,325,269,168
212518,0,0,0,0,0,2,0,0,0
258954,0,0,0,0,0,0,0,0,0
258511,0,0,0,0,0,0,0,0,0
258055,0,0,0,0,0,0,0,0,0
244233,0,0,0,0,1,0,0,0,0
244234,0,0,1,0,0,0,0,0,0
622335,275,376,713,313,513,403,381,166,119
258958,0,0,0,0,0,0,0,0,0
257939,0,0,0,0,0,0,0,0,0
18361,0,0,0,0,0,0,0,0,0
258512,0,0,0,0,0,0,0,0,0
258955,0,0,0,0,0,0,0,0,0
259028,0,0,0,0,0,0,0,0,0
258056,0,0,0,0,0,0,0,0,0
258956,0,0,0,0,0,0,0,0,0
258513,0,0,0,0,0,0,0,0,0
258201,0,0,0,0,0,0,0,0,0
18345,0,0,0,0,0,0,0,0,0
18362,0,0,0,0,0,0,0,0,0
258962,0,0,0,0,0,0,0,0,0
258963,0,0,0,0,0,0,0,0,0
18344,0,0,0,0,0,0,0,0,0
258964,0,0,0,0,0,0,0,0,0
13106,1,1,20,1,1,4,9,0,0
74075,3,3,10,7,4,2,5,0,1
407812,51,79,191,180,166,73,100,51,29
76974,549,2054,2315,1919,3660,1429,2053,1278,475
78520,22,39,80,56,93,46,57,64,30
338417,12,2,18,21,17,15,13,1,7
69287,9,2,28,35,15,10,15,0,4
54399,728,918,1797,1524,2030,1446,1596,637,508
101489,1859,1923,2112,1744,3760,2948,1777,1089,1065
64384,334,483,490,466,814,422,368,341,207
23997,1652,3151,5738,4893,7032,3663,3744,1656,1073
12869,0,1,2,2,2,2,2,1,0
212965,0,0,3,6,1,3,3,0,1
101613,3,2,12,19,7,3,15,1,2
212974,1360,1314,1776,1636,2665,2278,1518,740,692
73835,12,4,15,24,24,16,27,6,8
80876,2661,4052,8722,9954,10391,6231,8025,2612,2113
68713,12,11,93,61,52,52,125,17,15
66141,1033,4047,22915,23173,7803,2826,20860,2730,1092
213002,0,0,1,0,6,2,3,3,2
330671,63,111,1195,1112,354,86,875,118,38
56460,4870,6163,15533,11060,13570,9950,13501,3064,3121
24058,684,1044,132,117,1859,1132,101,623,514
71345,401,1612,232,202,2550,862,148,1589,550
27388,832,1939,1026,882,3370,1287,643,1104,551
107702,6822,18035,9794,7676,29424,12955,8806,9939,5359
15461,1016,1273,5151,4120,3041,2112,2941,794,691
70552,61,160,359,267,239,117,288,90,49
72000,169,317,176,106,480,306,276,256,151
66985,479,702,330,295,1221,656,233,373,298
387206,0,0,2,0,1,1,1,0,0
101471,4321,4015,5777,5342,11098,9164,7325,2549,2536
54123,535,471,963,975,1118,1103,981,287,272
72040,1,0,61,88,4,2,105,2,2
20287,2,0,113,148,1,3,86,10,2
13491,2,0,71,35,3,11,51,0,2
54006,645,660,1595,1294,1310,912,1968,419,433
71448,167,215,313,295,508,357,234,145,148
98845,6848,5463,4881,5212,10696,10008,4945,3160,4200
320871,115,72,59,26,206,296,116,102,137
21351,3339,5721,4496,3729,12833,6872,3250,3235,2357
213350,569,852,564,465,1343,552,233,515,302
100862193,0,0,0,0,0,0,0,0,0
57754,0,0,16,17,0,0,8,1,0
68267,340,671,1147,1112,1297,618,911,439,239
57913,96,117,254,213,228,112,171,104,55
67186,2940,4666,6809,4441,7548,5106,4289,1818,2015
100217419,22,15,67,67,82,105,120,13,30
66853,8302,6102,2566,2504,14728,13613,2502,3518,4214
213573,6129,4955,792,795,8250,7121,747,2522,3340
12476,3140,7311,15120,14741,13795,6322,12545,3957,2024
66491,134,230,1297,1704,740,418,1332,142,95
64540,701,2304,3299,2351,4040,1352,3708,1205,482
68038,875,1921,2082,1832,3830,1782,1408,958,523
11772,1940,2226,6098,5127,4593,3135,5134,1003,1060
100036523,8,14,22,10,22,31,36,10,4
353328,10,9,14,30,22,43,92,3,6
100862174,6,7,20,26,12,11,32,1,8
17831,19,16,54,67,22,27,60,6,8
17833,1,4,2,4,1,1,17,0,0
74180,6,8,3,9,25,18,3,3,6
54473,8905,6692,6100,5389,17525,15515,5804,3702,5002
75770,11,6,8,9,18,17,2,3,5
100526509,0,0,0,0,0,0,0,0,0
101513,859,950,1501,1411,1922,1333,1134,544,449
18218,12994,4327,4302,3937,5832,9349,2125,2245,5161
100039728,4,1,0,1,0,2,1,0,1
668763,22,2,0,2,3,3,0,0,4
100043617,0,0,0,0,0,1,0,0,0
71623,0,0,0,0,0,1,0,0,0
100039757,0,0,0,0,0,0,0,0,0
77215,0,0,0,0,0,0,0,0,0
114666,0,0,0,0,0,0,0,0,0
100043627,0,0,0,0,0,0,0,0,0
100038419,3,4,2,3,5,6,5,0,1
50774,0,0,0,0,0,0,0,0,0
50775,0,0,0,1,0,0,0,0,1
320802,15,160,302,365,252,54,495,101,28
13033,18789,35105,20361,19746,82792,39713,18407,19975,11533
55925,40,243,31,14,330,99,33,156,41
21953,4,12,15,35,54,7,20,26,5
16985,39,66,104,147,35,168,140,13,55
677289,2,7,3,2,1,10,11,2,4
21957,4,7,4,6,73,9,12,29,3
19935,79,129,126,178,350,183,135,87,62
330677,0,1,0,0,2,2,0,0,2
14955,26,83,177,136,740,131,112,22,22
735280,0,0,0,0,0,0,0,0,0
16002,1,8,139,242,143,63,312,67,20
723874,0,0,0,0,0,0,0,0,0
111975,0,0,1,1,4,0,2,0,0
16334,0,0,0,0,0,0,0,0,0
624121,0,0,0,0,0,0,0,0,0
21823,0,0,24,16,1,0,18,0,0
17173,1,0,23,28,3,5,19,0,3
27027,4,0,1,4,4,5,1,1,1
97423,55,36,111,146,89,99,115,20,29
12520,16417,5512,8574,8656,18416,24006,7384,2954,7913
56844,485,560,1367,1337,1580,1369,1088,261,304
56843,0,1,0,1,0,1,1,0,0
16535,704,143,16,24,572,1055,31,39,235
63830,915,560,515,655,822,1172,922,314,335
71153,0,0,0,0,0,0,0,0,0
12577,107,100,828,723,144,264,855,49,64
18400,307,826,17,13,1584,654,24,527,256
22113,127,145,151,123,252,179,91,93,78
17955,2866,4415,7787,6715,8628,4999,6656,2923,1895
27267,1553,1621,2482,1820,3095,2777,2428,972,959
244237,3,1,2,5,5,5,6,2,3
79202,44,42,109,136,89,74,82,12,23
79201,202,334,121,178,510,392,178,140,122
79196,1274,2449,2818,3540,4343,2289,3255,1510,914
381974,2,4,0,3,0,3,5,0,8
244238,12,95,11,17,175,46,7,61,19
78914,165,376,212,141,500,314,156,238,135
13360,539,553,723,564,1468,982,493,350,343
100526562,0,0,0,0,0,0,0,0,0
210274,3262,1713,140,142,5592,4913,176,914,2094
13043,9818,17460,17556,16430,34871,18478,17968,10495,6587
233977,7238,5933,5334,4623,14230,16252,4760,3503,3336
100038412,27,15,13,8,38,74,13,3,13
14082,429,341,298,243,830,720,196,217,188
101772,32902,30911,17898,21713,71432,54357,19361,15102,17787
791284,0,3,1,1,7,1,3,2,0
14174,0,0,3,9,0,0,6,0,0
14175,0,1,5,5,0,0,0,1,0
14170,8,1,36,44,19,12,21,1,4
100568459,9,2,5,22,5,8,31,18,11
72284,418,647,426,357,1114,600,389,419,235
12443,9667,8378,14278,12269,21547,15841,13753,5151,5777
100040049,46,205,1,0,148,88,1,76,39
233979,582,517,438,364,985,833,417,332,370
211577,3,12,25,45,9,32,26,8,5
211578,0,0,0,1,0,1,0,1,0
100039479,0,0,0,0,0,0,0,0,0
100039499,0,0,0,0,0,0,0,0,0
16337,3112,3871,4351,4270,8301,5901,4662,2737,2055
319493,0,0,1,0,0,4,3,0,0
102098,3296,2707,1941,2356,4981,4377,1629,1850,1911
69129,120,356,218,173,681,292,130,199,101
76406,40,18,61,141,109,121,57,4,9
140482,811,635,894,909,1486,932,536,333,401
94178,846,1349,1409,1132,2624,1318,1156,847,558
50767,1045,1728,1756,1374,2703,1477,1457,1083,683
546049,519,664,990,472,815,604,490,132,138
69697,2214,1211,975,1109,3697,3594,595,835,1246
67439,2324,2729,2770,2191,5170,3482,2607,1698,1432
100503890,160,512,394,379,997,510,391,289,203
18545,0,2,2,1,5,7,0,1,0
20911,3228,4820,3301,3049,8617,5412,3334,2930,2321
57264,0,0,8,4,1,1,2,0,0
69189,1,0,1,0,3,0,3,1,2
100503924,3,2,27,9,12,7,19,1,4
66682,474,750,1185,875,1577,917,894,379,238
14128,14,12,5,0,4,8,3,6,0
75863,0,0,1,0,0,0,0,0,0
170786,0,1,4,1,3,1,5,2,1
170780,0,0,0,1,0,0,1,1,0
170779,1,0,8,9,7,9,11,5,4
69165,2,1,19,9,14,11,12,18,14
170776,0,0,0,0,0,0,0,1,3
69142,1,0,27,18,23,20,27,7,10
70192,2,0,5,4,7,5,10,2,3
78899,4,5,6,10,6,10,6,5,1
213027,263,249,1080,826,535,413,978,133,152
100503956,307,277,1156,1034,584,570,1249,184,185
73072,59,329,196,180,690,193,233,320,74
72267,654,1166,241,223,2538,1113,303,772,449
26400,2517,3133,3667,2854,6018,4042,3002,1982,1572
100044509,56,165,77,47,234,139,115,138,66
102209,443,525,938,783,1405,982,685,306,256
330695,136,342,551,593,830,247,506,256,87
21856,1619,1903,2702,2030,3415,2077,1933,1210,995
15568,2659,3170,7371,7205,8787,6932,7738,2273,1806
20300,22,72,81,72,134,86,87,40,19
67260,26,73,411,498,175,63,345,192,49
233987,242,191,131,81,351,351,134,154,134
100862276,0,0,0,0,0,0,0,0,0
20419,76,73,1130,554,146,64,745,55,41
622568,60,80,39,20,114,68,26,29,17
669393,694,915,1155,1098,2040,1479,1211,609,550
20494,0,0,0,0,0,0,0,0,0
320406,4,1,1,5,6,1,2,0,2
13642,1237,574,5634,7677,2133,2030,4145,434,725
66719,0,0,2,7,5,1,3,1,1
234023,1722,1602,3485,1946,3424,3775,3564,1496,1230
71249,0,0,0,0,0,0,0,0,0
270028,1,0,2,1,0,3,3,1,0
319583,104,121,437,318,475,382,428,110,76
68904,1237,1640,3034,2469,4038,3228,3324,1036,749
24099,6,18,20,12,10,18,18,5,6
244281,3,2,10,3,2,6,7,2,0
320014,0,1,0,1,1,2,0,0,0
71624,2,1,0,0,2,4,4,0,3
665306,16,11,190,195,15,29,269,5,4
384783,18275,6056,14982,16969,7088,8423,11431,1921,4542
619321,2,2,5,7,4,2,9,0,1
12826,1768,2230,251743,227388,5722,11539,249587,1066,1898
12827,710,913,164209,149898,2446,5854,153122,452,977
19332,1522,1079,3408,2958,2500,1628,3149,522,487
100504175,84,33,45,52,81,120,75,24,34
102132,474,289,728,497,467,426,610,126,126
